University,Name,Department,Rank,Sex,Title,Pronouns,URL,Face,Smile,prof_text,sentiment,positive,negative,neutral
Harvard,Jung Koo Kang,Accounting and Management,Assistant,Male,Assistant Professor of Business Administration,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=1324810,1,1,"Jung Koo Kang is an assistant professor in the Accounting and Management Unit. He teaches the Financial Reporting and Control course in the MBA required curriculum.
Professor Kang’s research areas are in financial technology and innovation, alternative data, debt contracting, financial intermediation, and auditing. Specifically, he studies how financial technologies and alternative data drive innovation in credit market, create value for business, and address important social problems. His research has been published in Journal of Accounting and Economics, Journal of Accounting Research, Journal of Financial Reporting and Review of Accounting Studies.
Professor Kang earned a Ph.D. in Accounting from the University of Southern California. He also holds a M.S. in Statistics from University of Minnesota, and a Bachelor of Business Administration from Korea University. Prior to his academic career, he spent seven years working as an auditor, credit rating analyst, and corporate banker. He is a CPA and CFA charterholder. ",0.8591,0.103,0.032,0.866
Harvard,Rosabeth M. Kanter,General Management,Full,Female,Ernest L. Arbuckle Professor of Business Administration,"['her', 'she']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=6486,1,1,"Rosabeth Moss Kanter holds the Ernest L. Arbuckle Professorship at Harvard Business School, specializing in strategy, innovation, and leadership for change. Her strategic and practical insights guide leaders worldwide through teaching, writing, and direct consultation to major corporations, governments, and start-up ventures. She co-founded the Harvard University-wide Advanced Leadership Initiative, guiding its planning from 2005 to its launch in 2008 and serving as Founding Chair and Director from 2008-2018 as it became a growing international model for a new stage of higher education preparing successful top leaders to apply their skills to national and global challenges. Author or co-author of 20 books, her latest book is Think Outside the Building: How Advanced Leaders Can Change the World One Smart Innovation at a Time.
The former chief Editor of Harvard Business Review, Professor Kanter has been repeatedly named to lists such as the “50 most powerful women in the world” (Times of London), and the “50 most influential business thinkers in the world” (Thinkers 50, and in November 2019 received their biannual Lifetime Achievement Award). She has received 24 honorary doctoral degrees, as well as numerous leadership awards, lifetime achievement awards, and prizes. These include Distinguished Career Awards from the Academy of Management and the American Sociological Association (Organizations, Occupations and Work Section); the World Teleport Association's “Intelligent Community Visionary of the Year” award; the Pinnacle Award for Lifetime Achievement from the Greater Boston Chamber of Commerce; the International Leadership Award from the Association of Leadership Professionals; the Warren Bennis Award for Leadership Excellence; the Everett Rogers Innovation Award from the Norman Lear Center for media and society; and several Harvard Business Review McKinsey Awards for the years’ best articles. Other awards honor her thought leadership and community impact.
Before Think Outside the Building, her previous book, MOVE: Putting America's Infrastructure Back in the Lead, a New York Times Editors’ Choice, is a sweeping look across industries and technologies shaping the future of mobility and the leadership required for transformation. Her book The Change Masters was named one of the most influential business books of the 20th century (Financial Times); SuperCorp: How Vanguard Companies Create Innovation, Profits, Growth, and Social Good, one of the ten best business books of the year by Amazon.com; Evolve! Succeeding in the Digital Culture of Tomorrow, one of the five best books of the year by the Toronto Star. Her book Confidence: How Winning & Losing Streaks Begin & End, a New York Times bestseller (also a #1 Business Week bestseller), describes the culture of high-performance organizations compared with those in decline and shows how to lead turnarounds, whether in businesses, schools, sports teams, or countries. Men & Women of the Corporation, winner of the C. Wright Mills award for the best book on social issues and often called a classic, offers insight into the individual and organizational factors that promote success or perpetuate disadvantage for women; a related video, A Tale of ‘O’: On Being Different, is a widely-used tool for diversity training. A related book, Work & Family in the United States, set a policy agenda, honored by a coalition of university centers creating in her honor the Rosabeth Moss Kanter Award for the best work/family research. Another award-winning book, When Giants Learn to Dance, shows how to master the new terms of competition at the dawn of the global information age. World Class: Thriving Locally in the Global Economy identifies the dilemmas of globalization for cities, a theme continuing in her book MOVE.
She advises numerous CEOs and senior executives through her consulting group and also serving as a Senior Advisor for IBM’s Global Citizenship portfolio from 1999-2012. She has served on many business and non-profit boards, such as City Year, the urban “Peace Corps” addressing the school dropout crisis through national service, and on commissions including the Governor’s Council of Economic Advisors, the U.S. Malcolm Baldrige National Quality Award, and others. She speaks widely, and has shared the platform with Presidents, Prime Ministers, and CEOs at major events, such as the World Economic Forum in Davos, Switzerland, and national industry conferences in over 20 countries. Before joining the Harvard Business School faculty, she held tenured professorships at Yale University and Brandeis University and was a Fellow at Harvard Law School, simultaneously holding a Guggenheim Fellowship. Her Ph.D. is from the University of Michigan.",0.9993,0.2,0.011,0.788
Harvard,Christian Kaps,Technology and Operations Management,Assistant,Male,Assistant Professor of Business Administration,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=1495309,1,1,"Christian Kaps is an Assistant Professor of business administration in the Technology and Operations Management (TOM) Unit at Harvard Business School. Kaps' research focuses on emerging topics in renewable electricity generation and storage - notably how new technologies, sustainability behavior, and policies shape the energy market of the future. He teaches the first-year TOM course in the required curriculum.
His primary research interest is in the energy transition with a particular focus on how the evolution of storage technologies shapes capacity and investment decisions in renewable power and fossil-fuel plants. Additionally, he focuses on the role that customers' sustainable behavior plays in accelerating the adoption of new technologies and how local differences influence the setup of power markets around the world. While his main research focus is on the energy field, Kaps' interests lie in the areas of sustainability and technology innovation more broadly. As he believes that no single actor can solve climate change related challenges alone, he has partnered with firms ranging from storage startups to large renewable investors like AWS for his academic work.
Professor Kaps earned his PhD in Operations Management at the Wharton School of Business at the University of Pennsylvania. He also holds a MSc in Supply Chain Management from the Rotterdam School of Management and received his BSc in Business Administration at WHU - Otto Beisheim School of Management.",0.9231,0.09,0.018,0.893
Harvard,Rebecca A. Karp,Strategy,Assistant,Female,Assistant Professor of Business Administration,"['her', 'she']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=998715,1,1,"Rebecca Karp is an Assistant Professor in the Strategy Unit at Harvard Business School. She teaches Strategy in the MBA required curriculum. Professor Karp is a field researcher and ethnographer. Her research examines how companies formulate and execute strategies. In particular, she focuses on the role innovation and product development play in creating competitive advantage. Professor Karp’s research spans the healthcare, financial services, video gaming, media and creative industries. She has also studied how large companies and entrepreneurs collaborate to innovate and achieve competitive advantage. 
Professor Karp’s research has been published in the Strategic Management Journal, Academy of Management Journal and Harvard Business Review. Her paper “Gaining Organizational Adoption: Discovering New Uses for Existing Innovations” won the 2020 Academy of Management William H. Newman Award for best paper based on a dissertation. Her dissertation was also a finalist for the 2020 Organization Science INFORMS best dissertation award. 
Prior to HBS, Professor Karp served as a Principal at Booz and Company. Her portfolio of clients included Yum Brands, Nestle, JP Morgan, Goldman Sachs, State Street, Barclays, Citibank and other financial institutions. She has also worked with non-profits including the Screen Actors Guild and Boston Partners in Education. She was a board member of Symphony NH. Professor Karp is also a co-founder of Emic Labs, which combines ethnographic and machine learning methodologies to aid discovery of the customer insights needed to design useful products and develop effective firm strategies. 
Professor Karp received her doctorate from Boston University, where she was awarded a Questrom teaching award. She also received an MBA from Cornell University and a BA in English with honors from the University of Michigan. ",0.9948,0.186,0.0,0.814
Harvard,Elizabeth A. Keenan,Marketing,Assistant,Female,Assistant Professor of Business Administration (Leave of Absence),"['her', 'she']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=764108,1,1,"Elizabeth is visting Boston University Questrom School of Business for the 2023-24 academic year.Elizabeth Keenan is an assistant professor of business administration in the Marketing Unit. She teaches the Purpose-Driven Marketing course in the MBA elective curriculum (EC) and previously taught the Marketing course in the MBA required curriculum (RC). She is affiliated with the Behavioral Insights Group at the Harvard Kennedy School’s Center for Public Leadership as well as with the Harvard University Center for the Environment.
Professor Keenan’s research explores individuals’ prosocial choices and behaviors within the domains of charitable giving and environmental sustainability. Her research has been published in Science, the Journal of Consumer Research, and Nature Climate Change, and it has been cited by media outlets including NPR, The Huffington Post, The Wall Street Journal, and U.S. News & World Report.
Professor Keenan earned her PhD in marketing at the Rady School of Management at the University of California, San Diego; an MAS in marine biodiversity and conservation, also at UC San Diego; and a BS in biology at Loyola Marymount University. Prior to her doctoral studies, Professor Keenan spent ten years in nonprofit management and education at the Aquarium of the Pacific.",0.7351,0.036,0.0,0.964
Harvard,Elisabeth Kempf,Finance,Associate,Female,Jaime and Raquel Gilinski Associate Professor of Business Administration,"['her', 'she']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=878441,1,1,"Elisabeth Kempf is an Associate Professor in the Finance Unit, teaching Finance 1 to MBA students. She is also a Faculty Research Fellow at the National Bureau of Economic Research (NBER) and a Research Affiliate at the Centre for Economic Policy and Research (CEPR).  Professor Kempf’s research interests lie at the intersection of political economy and empirical corporate finance. Her work has explored the role of political partisanship and polarization in finance, conflicts of interest in information production, as well as issues related to corporate governance. Her research has been cited in Bloomberg, CNBC, New York Times, The Economist, Wall Street Journal, Washington Post, and published in the Journal of Finance, Journal of Financial Economics, Review of Financial Studies, Journal of Monetary Economics, and Management Science.
Prior to joining Harvard Business School, Professor Kempf spent six years as a faculty member at The University of Chicago Booth School of Business. She holds a Ph.D. in finance from Tilburg University (Netherlands), an M.Sc. in finance from HEC Paris (France), and a B.Sc. in business administration from the University of Mannheim (Germany). Prior to her Ph.D. studies, Professor Kempf worked as an analyst at Deutsche Bank.",0.5423,0.036,0.013,0.951
Harvard,William R. Kerr,Entrepreneurial Management,Associate,Male,Dimitri V. D'Arbeloff - MBA Class of 1955 Professor of Business AdministrationSenior Associate Dean for Faculty Development and Research,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=337265,1,1,"William Kerr is the D’Arbeloff Professor of Business Administration at Harvard Business School. Bill is Senior Associate Dean for Faculty Development and Research, co-director of Harvard’s Managing the Future of Work initiative, and faculty chair of the Launching New Ventures program. Bill served as Unit Head of the Entrepreneurial Management unit from 2020-2023. Bill is a recipient of the Ewing Marion Kauffman Foundation’s Prize Medal for Distinguished Research in Entrepreneurship and Harvard's Distinction in Teaching award.
The Managing the Future of Work project considers the unprecedented set of challenges and opportunities presented to businesses, including rapid technological revolutions, shifting global product and labor markets, aging workforces, and growing skills gaps. These forces change the ways that businesses compete with each other and engage workers. This multi-faculty project identifies how companies, schools, workers and the public sector can come together to manage the challenging transitions ahead as the nature of work is radically transformed. The initiative produces leading research on these themes and disseminates to broader audiences through platforms like the MFW podcast series.
Bill’s recent book is The Gift of Global Talent: How Migration Shapes Business, Economy & Society. It explores the global race for talent and how countries and businesses compete for high-skilled migrants. The book reveals how immigration has transformed U.S. innovation, reshaped the economy through the rise of talent clusters and superstar firms, and influenced society at large in positive and adverse ways. The book argues that America, and the world, can get more out of global talent flows with sensible reforms.
Bill’s broader research centers on how companies and economies explore new opportunities and generate growth. He considers the leadership and resources necessary to identify, launch and sustain dynamic and enduring organizations. He works with companies worldwide on the development of new ventures and transformations for profitable growth. He also advises governments about investments in the innovative capacities of their nations.
Bill and his family live in Lexington, MA. They enjoy outdoor sports and CrossFit, are active members of their local church, and maintain close ties to his wife's home country of Finland. Bill grew up in Alabama and remains a passionate college football fan.
",0.9956,0.173,0.013,0.815
Harvard,Tarun Khanna,Strategy,Full,Male,Jorge Paulo Lemann Professor,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=6491,1,0,"Tarun Khanna is the Jorge Paulo Lemann Professor at the Harvard Business School. For almost three decades, he has studied entrepreneurship as a means to social and economic development in emerging markets. At HBS since 1993, after obtaining degrees from Princeton and Harvard, he has taught courses on strategy, international business and economic development to undergraduate and graduate students and senior executives.
A summary of his conceptual work on emerging markets appeared in his 2010 co-authored book, Winning in Emerging Markets.  Comparative work on entrepreneurship in China and India appeared in two books based on his personal experiences: Billions in 2008 and a sequel in 2018, Trust.  Recently, he co-edited two collections of essays, one a set of transcripts of original video interviews of iconic entrepreneurial leaders across emerging markets, Leadership to Last, the other most recently, Making Meritocracy, an inter-disciplinary exploration of the roots of meritocracy in China and India, with lessons for entrepreneurship and for much studied societal attributes like dynamism and inequality.
He was named the first director of Harvard’s university-wide Lakshmi Mittal and Family South Asia Institute in the fall of 2010. The institute rapidly grew to engage over 150 faculty from across Harvard in projects embracing the pure sciences, social sciences, and the humanities, and spanning the region from Afghanistan to Myanmar. A centerpiece of the Institute’s strategy is a deep local presence, anchored through offices in New Delhi and Lahore. During the past decade, he also oversaw HBS activities across South Asia, anchored in Mumbai.
He currently teaches a popular university-wide elective course, Contemporary Developing Countries, where students work in multi-disciplinary teams to devise practical solutions to complex social problems.  The course is part of Harvard’s undergraduate general education core curriculum, and is rare in that it also attracts graduate students from across the university, engaging ‘sophomores to surgeons.’ A free online version on the edX platform, Entrepreneurship in Emerging Economies, has been taken by about three quarters of a million students in over 200 countries. 
In 2007, he was nominated Young Global Leader (under 40) by the World Economic Forum, in 2009, elected as a Fellow of the Academy of International Business, in 2016, recognized by the Academy of Management as Eminent Scholar for Lifetime Achievement in the field of International Management.  Between 2015 and 2019, he was appointed to several national commissions by the Government of India, including to chair the effort to frame policies for entrepreneurship in India.
Outside HBS, he serves on numerous for-profit and not-for-profit boards in the US and India. In the past decade, this included AES, a Washington DC headquartered global power company, and India-based Bharat Financial Inclusion Limited (BFIL), one of the world’s largest firms dedicated to financial inclusion for the poor.  Recently, he joined the board of inMobi, India’s first ‘unicorn,’ a global technology provider of enterprise platforms for marketers.  He is a co-founder of several entrepreneurial ventures in the developing world, spanning India, China, Southeast Asia and the Middle East. In 2015, he co-founded Axilor, a vibrant incubator in Bangalore. From 2015 to 2022, he was a Trustee of Boston’s Museum of Fine Arts. 
He lives in Newton, MA, with his wife, daughter and son.",0.9852,0.08,0.014,0.906
Harvard,Rakesh Khurana,Organizational Behavior,Full,Male,Marvin Bower Professor of Leadership Development,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=6921,1,1,"Rakesh Khurana is the Marvin Bower Professor of Leadership Development at the Harvard Business School. He is also Professor of Sociology at Harvard University, co-Master of Cabot House at Harvard College, and the Danoff Dean of Harvard College. 
Professor Khurana received his B.S. from Cornell University in Ithaca, New York and his A.M. (Sociology) and Ph.D. in Organization Behavior from Harvard University. Prior to attending graduate school, he worked as a founding member of Cambridge Technology Partners in Sales and Marketing.
Professor Khurana's research uses a sociological perspective to focus on the processes by which elites and leaders are selected and developed. He has written extensively about the CEO labor market with a particular interest on: the factors that lead to vacancies in the CEO position; the factors that affect the choice of successor; the role of market intermediaries such as executive search firms in CEO search; and the consequences of CEO succession and selection decisions for subsequent firm performance and strategic choices. He has published articles on Corp. Governance in the Harvard Business and Sloan Management Review. His book on the CEO labor market, Searching for a Corporate Savior: The Irrational Quest for Charismatic CEOs (Princeton University Press). The book is an analysis of the labor market for CEOs.
In the book Khurana explains the basic mechanics of the market, how it differs from other labor markets, how it has changed in the past twenty years, and whether it is successful in placing the best candidates in the available jobs. He focuses on the growing tendency of boards of directors to ignore candidates inside their firms and to hire CEOs from outside. He seeks to show that this trend has emerged not because of the intrinsic merits of the “external market,” but because of the rise of investor capitalism and despite evidence that reliance on this market for CEO succession and executive compensation has serious problems that may threaten the viability of firms and the legitimacy of market capitalism.
Khurana's subsequent research grows out of the same interests in the social context of business leadership and the allocation of leadership positions that motivated his research on the CEO labor market. His 2008 book, From Higher Aims to Hired Hands: The Social Transformation of American Business Schools and the Unfulfilled Promise of Management as a Profession (2007: Princeton University Press), chronicles the evolution of management as a profession, with particular focus on the institutional development of the MBA. The focus of this book lies in its direct bearing on the question of how professional management has claimed and received legitimation for its role as the steward of a very substantial proportion of society’s material wealth and resources—a role that has itself been subject to changing interpretations over the decades since the phenomenon of professional management first appeared on the American scene. Guiding questions in this research stream include: Where did our current shareholder-centered, agency-based view of the role of professional management come from—particularly in light of the very different one that underlay the founding of the first professional business schools and the granting to them of a place within the university? How does our current view of the role of the professional manager compare with the way that professional responsibility has traditionally been conceived in the other professions? In view of the way that professional roles have recently been evolving in professions such as law or medicine, do market forces inevitably undermine professional autonomy and standards? What would be the potential benefits and drawbacks of management becoming more like the other professions in its structure and culture than it has been during its history to date? Khurana's work argues that without a re-commitment to the professionalization project, business schools risk devolving into narrow vocation schools and serving largely as a credentialing system, ultimately weakening the legitimacy of MBA programs and contributing to a business culture that garners low trust and low legitimacy in society.
From Higher Aims to Hired Hands received the American Sociological Association's Max Weber Book Award in 2008 for most outstanding contribution to scholarship in the past two years. In 2007, the book was also the Winner of the 2007 Best Professional/Scholarly Publishing Book in Business, Finance and Management, Association of American Publishers.
Khurana has also been working with Dean Nitin Nohria to help legitimate the study of leadership as a multi-disciplinary field. Despite the fact that most business schools have ""leadership"" in their mission, the field is not regarded as a legitimate field of academic study. Khurana and Nohria have co-edited The Handbook of Leadership Theory and Practice, a  volume aimed at advancing leadership studies as an academic field of study and scholarship that was  published by Harvard Business Press in 2010 and the Handbook of Leadership Teaching and Pedagogy (with Snook and Nohria). 
The Handbook of Leadership Teaching and Pedagogy received the 2010 Outstanding Leadership Book award by the University of San Diego and the International Leadership Association.
Khurana, Nitin Nohria, and Scott Snook are also co-editors of the forthcoming Handbook of Leadership Teaching and Pedagogy, a volume aimed at examining the pedagogical approaches and theories that undergird existing leadership development and training. The volume will be published by Sage Publications in 2011. Khurana, Nohria and Snook are also co-organizing the fourth annual Harvard Leadership Forum that will focus on developing course modules that integrate the teaching of values in standard organizational behavior and leadership courses. 
Khurana is now working on a new research project examining global leadership and the culture, systems, and organizations that support transnational networks of institutional leadership. 
Khurana's work on the deficiencies of the CEO labor market and his research on business education is regularly featured by the general media such as: Business Week, Fortune, The Wall Street Journal, The New York Times, Newsweek, The Washington Post, CNBC, The Economist, Globe and Mail, The New Yorker, Chief Executive and Corporate Board Member magazine. He has also published opinion-editorials in some of these outlets. He has consulted to corporations and executive search firms to help improve their CEO succession, governance, and executive development practices. He has been recognized by the London Times as one of 'The Thinkers 50', a list of the fifty most influential management thinkers in the world. 
Interested in book reviews and everyday observations, visit Rakesh's weblog at rakeshkhurana.typepad.com. Interested in signing the MBA Oath which aims to help move management toward seeing itself as a profession see mbaoath.org. Interested in helping develop a set of global standards that will allow for broad, inclusive and sustainable value creation by firms visit www.globalbusinessoath.orgIn his role as a professor, Khurana does occasionally receive payment for executive education (HBS projects and external projects) and consulting projects related to leadership and governance issues. He is a member of the board of the MBA Oath Project. He is also on the board of American Family Insurance. When these activities are directly related to the collection of data or the development of cases, they will be noted on any material published or revised after 2010. Beginning in 2011 and then updated annually, he will list all firms he has received compensation for in excess of $5,000. ",0.9981,0.095,0.028,0.877
Harvard,Olivia S. Kim,Entrepreneurial Management,Assistant,Female,Assistant Professor of Business Administration,"['her', 'she']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=1428172,1,1,"Olivia Kim is an assistant professor of business administration in the Entrepreneurial Management Unit at Harvard Business School. She teaches the Entrepreneurial Management course in the MBA required curriculum.
Professor Kim's research examines how firms and households make financial decisions, with a focus on the role of the family. Her work evaluates how financial regulations shape credit and consumption disparities within the household and the extent to which business owners' family life events drive firm growth and investment. She also studies topics in financial intermediation and federal programs targeting small business growth.
Professor Kim earned a PhD in Financial Economics from the MIT Sloan School of Management and a BA in Economics from Smith College. She was a Post-Doctoral Fellow in the Economics of an Aging Workforce at the National Bureau of Economic Research before joining HBS. Prior to her doctoral studies, she worked at MIT Blueprint Labs and in Global Capital Markets at the Federal Reserve Board of Governors. She is an academic fellow at the JPMorgan Chase Institute. ",0.7783,0.045,0.0,0.955
Harvard,William C. Kirby,General Management,Full,Male,T. M. Chang Professor of China StudiesSpangler Family Professor of Business Administration,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=409749,1,1,"William C. Kirby is T. M. Chang Professor of China Studies at Harvard University and Spangler Family Professor of Business Administration at the Harvard Business School. He is a Harvard University Distinguished Service Professor. He serves as Chairman of the Harvard China Fund, the University's academic venture fund for China, and Faculty Chair of the Harvard Center Shanghai, Harvard's first University-wide center located outside the United States.
A historian of modern China, Kirby's work examines contemporary China's business, economic, and political development in an international context. He writes and teaches on the growth of modern companies in China (Chinese and foreign; state-owned and private); Chinese corporate law and company structure; business relations across Greater China (PRC, Taiwan, Hong Kong); and China's relations with the United States and Europe. He has authored or co-authored more than fifty HBS cases on business in China, ranging from start-ups to SOEs; agribusiness and middle-class consumption; banking and microfinance; healthcare and education; corporate governance and corporate social responsibility; and the global strategies of Chinese firms. His current projects include case studies of trend-setting Chinese businesses and a comparative study of higher education in China, Europe, and the United States. His most recent books include Can China Lead? (Harvard Business Review Press) and China and Europe on the New Silk Road (Oxford University Press).
Before coming to Harvard in 1992, he was professor of history, director of Asian studies, and dean of University College at Washington University in St. Louis. At Harvard, he has served as chair of the history department, director of the Harvard University Asia Center, and director of the Fairbank Center for Chinese Studies. As dean of the Faculty of Arts and Sciences., he led Harvard's largest school, with 10,000 students, 1,000 faculty members, 2,500 staff, and an annual budget of $1 billion.
Professor Kirby's research and consulting have focused on strategies for business and education in China. In addition to the American Council of Learned Societies, he serves on the Board of Directors of Cabot Corporation; The China Fund, Inc.; The Taiwan Fund, Inc.; Harvard University Press; and Schwarzman Scholars at Tsinghua University. He served as senior advisor on China to Duke University in the founding of Duke Kunshan University.
Kirby holds degrees from Dartmouth College, Harvard University, the Freie Universität Berlin (Dr. Phil. honoris causa), the Hong Kong Polytechnic University (Dr. Phil. honoris causa), and Hong Kong Baptist University (Dr. Humanities honoris causa). He has been named Honorary Professor at Peking University, Nanjing University, Fudan University, Zhejiang University, Chongqing University, East China Normal University, the Shanghai Academy of Social Sciences, and National Chengchi University. He has also held appointments as visiting professor at University of Heidelberg and the Free University of Berlin. He is a fellow of the American Academy of Arts and Sciences.",0.9628,0.046,0.0,0.954
Harvard,Raymond P. Kluender,Entrepreneurial Management,Assistant,Male,Assistant Professor of Business Administration,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=1199335,1,1,"Ray Kluender is an assistant professor in the Entrepreneurial Management Unit, teaching Entrepreneurial Finance to second-year MBA students.
He studies the causes of financial distress among American households and how public policy, private markets, and financial innovation can help insure those risks. His recent projects have focused on improving our understanding of the economic consequences of health care policy, the consumer bankruptcy system, and financial and insurance technology. His research has been published in journals including the American Economic Review, American Economic Journal: Applied Economics, and the New England Journal of Medicine, and received coverage from news outlets including The New York Times, The Associated Press, The Economist, and The Washington Post. 
Ray earned his Ph.D. in Economics from MIT and served as a Post-Doctoral Fellow in Household Finance at NBER before joining HBS. He has a B.S. from the University of Wisconsin-Madison with degrees in Economics, Mathematics, and Political Science.",0.8126,0.085,0.034,0.881
Harvard,Nancy F. Koehn,General Management,Full,Female,James E. Robison Professor of Business Administration,"['her', 'she']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=6493,1,1,"Nancy F. Koehn is a historian at the Harvard Business School where she holds the James E. Robison chair of Business Administration. Koehn's research focuses on crisis leadership and how leaders and their teams rise to the challenges of high-stakes situations. Her latest book, Forged in Crisis: The Power of Courageous Leadership in Turbulent Times, spotlights how five of history’s greatest leaders managed crisis and, in doing this, accomplished extraordinary missions.  She is currently working on a major study of civil rights leaders during the late 1950s and 1960s and what we can learn today from their bravery, commitment, methods and purpose.
Koehn has written numerous books and authored HBS cases on Starbucks Coffee Company, Ernest Shackleton, Oprah Winfrey, Bono and U2, Whole Foods, Wedgwood, Estée Lauder, Madam CJ Walker, Dell Computer, and other leaders and organizations.  She is currently writing an HBS case on John Lewis and the Civil Rights Movement and another case on John F. Kennedy and the Cuban Missile Crisis.
Koehn consults with many companies and speaks at the World Economic Forum in Davos, the Aspen Institute Ideas Festival and the World Business Forum.  She has appeared on many television shows, including, ""American Experience,"" ""Good Morning America,"" ""The PBS NewsHour,"" and A&E's ""Biography.” She writes for the New York Times, the Washington Post, Huffington Post, and the Harvard Business Review and is a frequent commentator on National Public Radio and the BBC.   In 2012, Poets and Quants ranked Koehn as one of the World’s 50 Best Business School Professors.  
Before coming to HBS, Koehn was a member of Harvard University's Faculty of Arts and Sciences for seven years, first as a graduate student in history and then as a lecturer in the History and Literature concentration and the Department of Economics.  A Phi Beta Kappa graduate of Stanford University, Koehn earned a Master of Public Policy from Harvard's Kennedy School of Government before taking her MA and PhD in History from Harvard.
Koehn lives in Concord, Massachusetts and is a dedicated equestrian.",0.9182,0.085,0.044,0.871
Harvard,Scott Duke Kominers,Entrepreneurial Management,Full,Male,Sarofim-Rock Professor of Business Administration,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=500905,1,1,"Scott Duke Kominers is a Professor of Business Administration in the Entrepreneurial Management Unit; as well as a Faculty Affiliate of the Harvard Department of Economics and the Harvard Center of Mathematical Sciences and Applications; Co-Principal Investigator of the Harvard Crypto, Fintech and Web3 Lab; and an a16z crypto Research Partner. He teaches the MBA elective courses “Making Markets” (M2) and “Building Web 3 Businesses” (BW3B), along with a doctoral course on market design. He is an Editor of the Review of Economics and Statistics and serves on the Board of Editors of the Journal of Economic Literature. His first book is The Everything Token: How NFTs and Web3 Will Transform the Way We Buy, Sell, and Create.Please see Professor Kominers’s personal website at www.scottkom.com.
Professor Kominers’s research focuses on market design, developing economic analysis that provides practical solutions to real-world problems. He works at all stages of the economic design process—building underlying theory and technology, identifying new design applications, and working with practitioners to implement solutions to market failures. Since 2021, his research has particularly focused on blockchain-based platforms, crypto, and web3. In addition to academic journals, Professor Kominers has written extensively on these topics in practitioner venues such as Harvard Business Review and Bloomberg Opinion. He also advises companies engaged in marketplace development and design, such as Quora, Lunchclub, NCX, and OneChronos, and crypto projects including Applied Primate Engineering, FINE Digital, Hungry Wolves, koodos, 1337 Skulls, and Thingdoms. He serves on the National Leadership Council of the Society for Science & the Public and co-leads one of the Human Capital and Economic Opportunity global working groups on inequality. From 2019-2023, he was Vice-Chair of the Association for Computing Machinery (ACM) Special Interest Group on Economics and Computation (SIGecom).Professor Kominers has been supported by the National Science Foundation, the Star Family Fund, the William F. Milton Fund, the Washington Center for Equitable Growth, and the Oxford Martin School, among others. He received the AMS-MAA-SIAM Frank and Brennie Morgan Prize in 2010, was named a Kavli Frontiers of Science Fellow in 2015, and won the Star Family Prize for Excellence in Advising in 2016 and a Webby Award in 2018.
After receiving his AB summa cum laude and Phi Beta Kappa in mathematics (with a minor in ethnomusicology) at Harvard University in 2009, Professor Kominers earned his AM and PhD in Business Economics at Harvard, in 2010 and 2011, respectively.  From 2011-2013, he was the inaugural Research Scholar at the Becker Friedman Institute for Research in Economics at the University of Chicago; then from 2013-2017, he was a Junior Fellow at the Harvard Society of Fellows.
Professor Kominers uses his knowledge of math, music, and puzzles to motivate students in the classroom.​",0.9919,0.108,0.012,0.88
Harvard,Rembrand M. Koning,Entrepreneurial Management,Associate,Male,Mary V. and Mark A. Stevens Associate Professor of Business Administration,"['his', 'he']",https://www.hbs.edu/faculty/Pages/profile.aspx?facId=876389,1,1,"Rem Koning is the Mary V. and Mark A. Stevens Associate Professor of Business Administration at Harvard Business School. His work explores the drivers of entrepreneurial progress and inclusive innovation. He is the co-director of the Tech for All lab at The Digital, Data, and Design (D^3) Institute at Harvard, where he leads a group of interdisciplinary researchers studying how the rate and direction of science, technology, and startups can be accelerated and shifted to better benefit women, minority groups, and people in emerging and developing countries.He co-leads the Conference on Field Experiments in Strategy (CFXS), is an associate editor for Management Science, and is an invited researcher at J-PAL’s Science for Progress Initiative (SfPI). He teaches a new semester-length second-year elective course at HBS, Strategy for Entrepreneurs (SFE), that blends case discussion and hands-on exercises to help students discover and test startup ideas that the market has missed.Rem earned degrees in mathematics and statistics from the University of Chicago and his Ph.D. at the Stanford Graduate School of Business, where he received a Kauffman Dissertation Fellowship. He teaches entrepreneurship, strategy, and general management to executives, MBA students, and scientists. His work has been published in Science, the Strategic Management Journal, Management Science, Research Policy, Organization Science, and the American Sociological Review. It has been covered by the Wall Street Journal, Harvard Business Review, STAT News, Nature, Vox, and the New York Times.",0.9413,0.069,0.0,0.931
