Department,Name,URL,Title,Biography,Rank,University,Pronouns,Sex
management-and-organizations,Judi Brownell,https://business.cornell.edu/faculty-research/faculty/jlb18/,Professor Emeritus,"Judi Brownell is an emeritus professor at the Nolan School of Hotel Administration. She taught courses in organizational behavior, leadership, and management communication. Dr. Brownell has international teaching experience and her on-line eCornell executive courses are taken worldwide. She conducts training and consults for a wide range of hospitality and healthcare organizations. Her work in senior living includes the development of training programs for caregivers. Dr. Brownell's research includes studies on managerial listening behavior and the competencies required for global hospitality leaders. She has created tools to assess employee-organization fit and the communication of service values. Dr. Brownell has also designed and facilitated assessment centers for hospitality leadership development. Her current research focuses on listening as it relates to communicating and maintaining service quality standards and the role listening plays in creating strong service environments. Dr. Brownell has authored seven textbooks and published over 80 refereed articles. Listening: Attitudes, Principles, and Skills is in its 7th edition (2024). A seasoned administrator, she has served as the school's associate dean for academic affairs, dean of students, and director for graduate studies. She has also been academic area director for both the organization behavior and management communication disciplines. Dr. Brownell is past president of the International Listening Association and has received awards for her research in this field.",Emeritus,Cornell,"['she', 'her', 'she', 'her', 'she', 'her', 'she', 'she', 'her']",Female
management-and-organizations,Timothy Hinkin,https://business.cornell.edu/faculty-research/faculty/trh2/,Professor Emeritus,"Professor Emeritus Tim Hinkin has taught at the School of Hotel Administration since 1992. Hinkin served as the school's director of undergraduate studies for six years. He also taught in the school's Professional Development Program. Hinkin's primary research focus is in leadership, employee retention, supervisor-subordinate relationships and managing service quality. He recently published Cases in Hospitality Management: A Critical Incident Approach (2nd edition, New York: John Wiley, 2006). Hinkin has also written many articles published in such journals  as Human Relations, Journal of Applied Psychology, Hospitality Research Journal, and the Cornell Hospitality Quarterly. Prior to attending graduate school he worked for Hyatt Hotels and Sysco Corporation. He has provided training and consulting for a wide range of enterprises, including IBM Corporation, Israeli Hotel Managers Association, Institute for Hotel Management, Accor of North America and ClubCorp USA, Inc. He was awarded a Fulbright Fellowship in 2005. Hinkin earned his PhD at the University of Florida, and his BA and MBA degrees at Michigan State University.",Emeritus,Cornell,"['he', 'he', 'he', 'he', 'he', 'his', 'his']",Male
marketing-and-management-communication,Tommaso Bondi,https://business.cornell.edu/faculty-research/faculty/tb558/,"Assistant Professor
Demir Sabanci Faculty Fellow of Marketing and Management, SC Johnson College of Business","Tommaso Bondi is Assistant Professor and Demir Sabanci Faculty Fellow of Marketing and Management at Cornell Tech and the SC Johnson School of Management at Cornell University. He is also an affiliated faculty member at Cornell Tech's Digital Life Initiative and a Research Fellow at CESifo.

Tommaso's research mostly revolves around the economics of digitization. In recent work, he and his coauthors have investigated the role of online reviews on consumer choice and market structure, as well as the strategies that independent brick-and-mortar retailers can adopt to compete with online giants such as Amazon. 

Tommaso earned a B.Sc. in Mathematics from the University of Milan in 2011, a M.Sc. in Economic and Social Sciences from Bocconi University in 2013, and a Ph.D. in Economics from NYU's Stern School of Business in 2020, under the supervision of Luís Cabral. In the Spring of 2014, he was a Visiting Scholar at UC Berkeley's Haas School of Business. He is the 2013 recipient of the Marco Fanno Scholarship, awarded yearly by the Unicredit & Universities Foundation to the two best Italian economists under the age of 25. His research has been most recently funded by the Russell Sage Foundation and the NET Institute.",Assistant,Cornell,"['he', 'he', 'his', 'he', 'he', 'his']",Male
marketing-and-management-communication,Khaled Boughanmi,https://business.cornell.edu/faculty-research/faculty/kb746/,Assistant Professor,"Khaled Boughanmi is an Assistant Professor in the Marketing division at the Johnson Graduate School of Management at Cornell University.His primary research interests are in the area of data-driven decision-making, Bayesian nonparametrics and machine learning with a focus on applications in e-commerce, personalization, online marketing and service systems.Khaled is a graduate of Louis Le Grand (France) with a major in mathematics and physics and ENSAE Paris (France) with a major in applied mathematics, statistics and economics. He also received an M.Sc. from Columbia University and a Ph.D. from Columbia University.",Assistant,Cornell,"['his', 'he']",Male
marketing-and-management-communication,Helen HaeEun Chun,https://business.cornell.edu/faculty-research/faculty/hc633/,"Associate Professor
Kyungbae Suh Professor of Global Marketing","Professor Helen Chun is the Kyung-Bae Suh Professor of Global Marketing and an associate professor of services marketing. As a behavioral scientist, she has examined various behavioral drivers of customer experience management, service design, branding, and emerging media/digital technology. Her ongoing work explores the implications of collaborative consumption, sustainable service ecosystems, corporate social responsibility initiatives, and the promotion of prosocial and sustainable behaviors on both society and the global scale. Her research papers have been published in leading marketing and services journals, such as Journal of Marketing, Journal of Consumer Psychology, Journal of Service Research, and Service Science.

Professor Chun teaches Consumer Behavior and Marketing Management for Services. She has been honored with the Hotel School's Teacher of the Year Award seven times, Ted Teng '79 Dean's Teaching Excellence Award, and she is a Merrill Presidential Scholar Outstanding Educator Honoree at Cornell University. She is frequently invited to educate global industry leaders on marketing and customer journey. 

Previously, she also taught at the Medill School of Journalism, Media, and Integrated Marketing Communications and the Kellogg School of Management at Northwestern University. She earned her PhD in Business Administration (Marketing) from the Marshall School of Business at the University of Southern California.",Associate,Cornell,"['she', 'her', 'her', 'she', 'she', 'she', 'she', 'she', 'her']",Female
marketing-and-management-communication,Geoffrey Fisher,https://business.cornell.edu/faculty-research/faculty/gwf25/,Associate Professor,"Geoffrey Fisher's research is in marketing and neuroeconomics, focusing on how individuals make multi-attribute choices. He studies how we estimate and then weight attributes when perceiving value. To address this question, he designs cognitive models of multi-attribute choice that make quantitative predictions about what individuals choose, how long it takes them to make a choice, and how these variables are correlated with attentional deployment throughout the choice process. Laboratory tests of these models often make use of eye-tracking data. Several related ongoing projects investigate whether differences in attention can explain the variance in behaviors across a variety of choice domains, how visual saliency of products and underlying preferences can interact to influence search behavior, and whether eye-tracking data can complement and extend existing computational techniques.",Associate,Cornell,"['he', 'he']",Male
marketing-and-management-communication,Alexander G. Fulmer,https://business.cornell.edu/faculty-research/faculty/agf52/,Assistant Professor,"Professor Alexander Fulmer is an Assistant Professor of Marketing at Cornell University’s Nolan School of Hotel Administration within Cornell's SC Johnson College of Business. Alexander primarily studies the intangible aspects of products or services that influence how consumers construct value. By understanding what processes underpin consumer preference beyond the functional aspects of a company’s offerings, his research identifies information companies should and should not communicate to consumers in order to enhance the consumer experience and valuation of products and services. Alexander graduated Summa Cum Laude and first in his class from Cornell University’s Nolan School of Hotel Administration. He completed a Postbaccalaureate Psychology Certificate program at Columbia University, and graduated from Yale University with a Ph.D. in marketing. At Nolan, Alexander teaches Brand Management and Marketing Management for Services.",Assistant,Cornell,"['his', 'his', 'he']",Male
marketing-and-management-communication,Emily N. Garbinsky,https://business.cornell.edu/faculty-research/faculty/eng26/,Associate Professor,"Emily N. Garbinsky is an associate professor of marketing and behavioral scientist at Cornell University's SC Johnson College of Business. She earned a Ph.D. in marketing from Stanford University's Graduate School of Business in 2015 and a B.S. from Carnegie Mellon University in 2010, double majoring in psychology and decision science. She joined the Cornell faculty in July 2021, where she teaches Marketing Management as well as Brand Management at the MBA level.

Prior to joining Cornell, she was on the faculty as an assistant professor of marketing at the University of Notre Dame's Mendoza College of Business (July 2015 - June 2021), where she taught Principles of Marketing at the undergraduate level as well as Consumer Behavior at the MBA level. While there, she earned the James Dincolo Outstanding Undergraduate Professor Award in 2018, as well as the Prochaska Family Outstanding Teaching Award in 2021.

Her area of expertise is consumer financial well-being, focusing on three streams of research: 1) understanding how couples make financial decisions, 2) motivating individual consumers to make more fiscally responsible decisions, and 3) illuminating how people can maximize the happiness and enjoyment they derive from various consumption experiences. She has published articles in leading journals, such as the Journal of Consumer Research (JCR), the Journal of Marketing Research (JMR), the Journal of Marketing (JM), and the Journal of Consumer Psychology (JCP).

She has won several prestigious research awards, including the 2017 BMO Wealth Management Best Paper Award, the 2019 JCP Best Paper Award by an Early Career Contributor, and the 2022 JCP Best Paper Award. In addition, she was selected as a 2021 Marketing Science Institute Young Scholar, an honor intended to identify likely leaders of the next generation of marketing academics, and she received the 2023 Society for Consumer Psychology Early Career Award, given to emerging scholars whose research shows promise in shaping the field of consumer psychology.",Associate,Cornell,"['she', 'she', 'she', 'she', 'she', 'she', 'her', 'she', 'she', 'she', 'she']",Female
marketing-and-management-communication,Sachin Gupta,https://business.cornell.edu/faculty-research/faculty/sg248/,Henrietta Johnson Louis Professor of Management,"Sachin Gupta is Henrietta Johnson Louis Professor of Marketing at the SC Johnson Graduate School of Management. Professor Gupta's research focuses on marketing research, healthcare, privacy of marketing data, nonprofits, and marketing analytics.Professor Gupta's published research has received several recognitions. In 2021 his paper published in the Journal of Marketing Research (JMR) received the Paul E. Green Award of the American Marketing Association (AMA). This annual award recognizes the article in JMR that demonstrates the greatest potential to contribute to the theory, methods, and practice of marketing. In 2020 Professor Gupta's paper published in JMR in 2018 received the AMA-EBSCO Annual Award for Responsible Research in Marketing. The award honors outstanding research that produces credible and useful knowledge that can be applied to benefit society. In 2014 his paper in the International Journal of Pharmaceutical and Healthcare Marketing received the Outstanding Paper award. His paper published in JMR in 2003 received both the Paul E. Green Award and the 2008 O'Dell Award of the AMA. The O'Dell award is given to the article published five years earlier that has made the most significant, long-term contribution to marketing theory, methodology, and/or practice. In 2007, he received the Cornell Hospitality Quarterly's best paper award for his article on customer satisfaction in the restaurant industry. Five of his other published papers have been finalists for the O'Dell award, the Paul E. Green award, and the John D.C. Little award of INFORMS.Professor Gupta served as Editor-in-Chief of the Journal of Marketing Research from 2020-2023, and as coeditor from 2016-2020. From 2014 to 2018 he was director of Cornell’s PhD program in Management. From 2010 to 2013 Professor Gupta was Johnson's Associate Dean for Academic Affairs. In that role he was responsible for recruitment and development of faculty, and for the school's research function.At Cornell, Gupta teaches a popular elective course, Data Driven Marketing, to graduate and undergraduate students, and Analytics for Demand Management in the MSBA program. He has previously taught MBA elective courses in Marketing Research and Pricing, and the Marketing Management core course in the MBA and EMBA programs. He teaches in a variety of non-degree executive education programs. In 2009, he received the Stephen Russell Distinguished Teaching Award, given by the Johnson class of 2004, at their fifth reunion. In 2007 the graduating MBA class selected him to receive the Apple Award for Teaching Excellence. Gupta is the author of eCornell's Marketing Analytics certificate and co-author of eCornell's Data Privacy Strategy certificate. He previously taught at the Kellogg School of Management at Northwestern University, where he received the Sidney Levy Award for teaching excellence and was recognized in the Dean’s four-star list on multiple occasions.Professor Gupta serves on the Board of Directors of the Aravind Eye Foundation, a 501 (c) 3 nonprofit that helps the Aravind Eye Care System spread its sustainable model of high quality, patient-centric eye care to India's rural populations and to other developing countries.",Full,Cornell,"['his', 'his', 'his', 'he', 'his', 'his', 'he', 'he', 'he', 'he', 'he', 'he', 'he']",Male
marketing-and-management-communication,Sylvia Hristakeva,https://business.cornell.edu/faculty-research/faculty/sh2596/,Assistant Professor,"Sylvia Hristakeva is an Assistant Professor of Marketing at Cornell University's Dyson School of Applied Economics and Management within the SC Johnson College of Business.Her primary research provides empirical insights on how vertical relations between producers and suppliers affect market competition, product availability, and welfare. Hristakeva analyzes settings where contracts between firms are unobserved, with policy and managerial contributions.A separate line of research answers policy-relevant questions related to consumers’ heath choices, looking at 1) the determinants of healthiness of consumers’ food baskets and 2) the effect of advertising on consumers’ adherence to prescription medication and subsequent effects on health outcomes.Sylvia received a Ph.D. in Economics from Boston College and B.A. in Economics from Trinity College.",Assistant,Cornell,['her'],Female
marketing-and-management-communication,Vrinda Kadiyali,https://business.cornell.edu/faculty-research/faculty/vk24/,"Nicholas H. Noyes Professor of Management
Director of Graduate Studies for the Graduate Field of Management","Professor Vrinda Kadiyali is Nicholas H. Noyes Professor of Management and professor of marketing and economics at the Johnson Graduate School of Management. Her research is on firms' competitive strategies. She has published in leading marketing and economics journals, such as Marketing Science, Management Science, Rand Journal of Economics, and Journal of Econometrics. She has served on editorial boards and refereed for several leading marketing and economics journals and organizations. She currently teaches the business strategy core in various programs at the Johnson Graduate School of Management. Previously, she taught courses on Internet marketing, channels of distribution, and marketing models, as well as  PhD courses.",Full,Cornell,"['her', 'she', 'she', 'she', 'she']",Female
marketing-and-management-communication,Shreya Kankanhalli,https://business.cornell.edu/faculty-research/faculty/sak355/,Assistant Professor,"Shreya Kankanhalli is an Assistant Professor of Marketing and Management Communications at Cornell University's Johnson Graduate School of Management within the SC Johnson College of Business. She conducts randomized field experiments and econometric analysis to investigate firm strategies and consumer behavior in developing economics. Substantively, her current current research focuses on how traditional small-scale retail firms can modernize and adopt digital technologies, including Fintech. She aims to do policy-relevant and managerially-relevant research that uncovers mechanisms by which traditional micro-entrepreneurs can improve their financial and business performance. She creates novel datasets in her research by collecting primary field data on understudied marketing variables, algorithmically analyzing images of firms, and obtaining electronic transaction data from traditional firms.Professor Kankanhalli graduated from Stanford University with a Ph.D. in Quantitative Marketing in 2021. She holds a BA (with Honors) and MSc (with Distinction) in Economics from Cambridge University and the London School of Economics, respectively.",Assistant,Cornell,"['she', 'her', 'she', 'she', 'her', 'she']",Female
marketing-and-management-communication,Kathy LaTour,https://business.cornell.edu/faculty-research/faculty/kal276/,"Professor
Banfi Vintners Professor of Wine Education and Management","Kathy LaTour is an associate professor of services marketing at the Cornell School of Hotel Administration. She is an expert in the area of marketing hedonic experiences, with a particular focus on wine and gambling. She received her PhD from the University of Iowa in 1997. From 1997-2001, she served as a visiting scholar in the Mind of the Market Lab at the Harvard Business School, where she worked with Gerald Zaltman and Stephen Kosslyn on applications of cognitive neuroscience to marketing, and from 2004 to 2011, she was on the faculty of the UNLV Hotel School, where she taught marketing, marketing research, and a strategic-focused consumer behavior class to undergraduate and graduate hospitality students.  

LaTour's research takes a consumer-psychology perspective toward how marketers should approach branding, experience design, communications, and loyalty programs. She uses both experimental designs and in-depth interview techniques to better understand consumer behavior, fusing macro cultural and micro psychological dimensions to her research. Her major research focus has been on the complexity of human memory. Her research on memory reconstruction was first published in the top consumer psychology journal, Journal of Consumer Research, and won both best paper for research based on a dissertation, as well as best article published in that year (1999), which is a major accomplishment in the discipline. She has published both wine and gambling research in that journal, and her academic research has also appeared in the Journal of Marketing, Journal of Advertising, Journal of Advertising Research, Journal of Business Research, Psychology & Marketing, Journal of Travel Research, Cornell Hospitality Quarterly, and Annals of Tourism Research. Her work has also appeared in the general news media, such as the New York Times, USA Today, United In-flight magazine, Las Vegas Review Journal, Las Vegas Sun, and Portland Oregonian. 

Her current research focus is on the development of knowledge with the highly ambiguous perceptual experienced product of wine; how cross-sensory learning methods can be employed to enhance consumer learning; sensory aspects of branding and brand knowledge representation; and what strategies or knowledge  experts (i.e., masters) use to assess their own  tasting experiences. As a means to better understand the nature of expertise, she began her own wine learning journey. In 2011, she received her certified sommelier diploma from the International Sommelier Guild, her sommelier certification from the Court of Master Sommeliers, and Certified Wine Specialist recognition from the Society of Wine Educators. She is currently a student in the Master of Wine program offered through the Institute of Masters of Wine and is studying for her MW, considered to be the highest level of business and wine knowledge in the industry. She has been developing a case-based wine marketing class and is working on several cases and research articles in this area. 

LaTour has also worked with a number of consulting companies, such as Experience Engineering and Olson Zaltman Associates, with clients that include Procter & Gamble, Coca-Cola, Disney, World Bank, Las Vegas Sands, and Yum! Foods. She firmly believes that academic research can inform practice and practice can inform academe.",Full,Cornell,"['she', 'she', 'her', 'she', 'she', 'she', 'she', 'she', 'her', 'her', 'her', 'she', 'her', 'her', 'her', 'she', 'her', 'she', 'her', 'her', 'she', 'her', 'she', 'she']",Female
marketing-and-management-communication,Jura Liaukonyte,https://business.cornell.edu/faculty-research/faculty/jl2545/,Associate Professor,"Professor Liaukonyte's current research interests lie in uncovering actionable marketing insights from Big Data, quantifying the impact of advertising, information, or social media movements on consumer choice, understanding the implications of food labels, and integrating behavioral economics into choice models. Her award-winning work has been published in leading quantitative marketing and economics journals such as Marketing Science, Management Science, and RAND Journal of Economics. Additionally, her research has garnered attention from media outlets like the Wall Street Journal, the Washington Post, CNN, Bloomberg, and the New York Times.Professor Liaukonyte holds the role of Associate Editor of the Journal of Marketing Research and serves on the editorial board for Marketing Science. She is a co-organizer of an international conference on the economics of advertising, which draws researchers working on advertising topics at the intersection of marketing and economics. Professor Liaukonyte teaches courses on the economics of advertising and strategic pricing, as well as a Ph.D. class on quantitative methods. She has received multiple teaching awards, including the recent ""50 Best Undergraduate Business School Professors"" award by Poets & Quants.",Associate,Cornell,"['her', 'her', 'she', 'she']",Female
marketing-and-management-communication,Michael Lynn,https://business.cornell.edu/faculty-research/faculty/wml3/,Michael D. Johnson and Family Professor of Services Marketing,"Michael Lynn is a professor of consumer behavior and marketing at the Cornell University School of Hotel Administration. He received his PhD in social psychology from the Ohio State University in 1987, and has taught in the marketing departments of business and hospitality schools since 1988.Lynn paid his way through school by waiting tables and bartending. This experience sparked his interest in service gratuities (tipping), a topic on which he has over 50 published academic papers. His other research focuses on consumer status and uniqueness seeking. Lynn was an associate editor of the Journal of Behavioral and Experimental Economics and is the current editor of the Cornell Hospitality Quarterly.",Full,Cornell,"['he', 'his', 'his', 'his', 'he', 'his']",Male
marketing-and-management-communication,Emaad Manzoor,https://business.cornell.edu/faculty-research/faculty/eam398/,Assistant Professor,"Emaad Manzoor is an Assistant Professor of Marketing at Cornell University, where he leads the Data Analytics Group. His research spans knowledge graph mining, causal inference with text, and the design of randomized and quasi-experiments toward understanding persuasion in technology-mediated communication. He is a recipient of the 2022 Psychology of Technology Dissertation Award, was a 2021 Rising Star in Data Science by the University of Chicago, received a Best Paper Award at the 2021 AAAI workshop on AI for Behavioral Change, and was a runner up for the 2021 INFORMS-ISS Nunamaker-Chen Dissertation Award. He received his PhD in Information Systems from Carnegie Mellon University and has spent time working at Yahoo!, Pinterest, and the Max Planck Institute for Software Systems.",Assistant,Cornell,"['he', 'his', 'he', 'he', 'his']",Male
marketing-and-management-communication,Young-Hoon Park,https://business.cornell.edu/faculty-research/faculty/yp34/,Sung-Whan Suh Professor of Management,"Professor Young-Hoon Park is Sung-Whan Suh Professor of Management and a professor of marketing at the Johnson Graduate School of Management. His expertise centers around the analysis of behavioral data to understand and forecast customer shopping and purchasing activities, and to conduct customer relationship management. His research has been published in various leading academic journals such as the Journal of Marketing Research, Management Science, Marketing Science, and Journal of the Royal Statistical Society: Series A. He was a finalist for the 2008 John D.C. Little Award for the best marketing paper published in Marketing Science or Management Science for his research on internet auctions. 

At Johnson, Park teaches in the Strategic Brand Immersion course, as well as Customer Relationship Management and Marketing Research. During 2009-2010, he was a visiting associate professor at New York University Stern School of Business. He has been recognized for exceptional teaching on multiple occasions. The 2008 graduating MBA class at Johnson selected him to receive the Apple Award for Teaching Excellence. Additionally, he taught marketing for three years at the University of Pennsylvania's Wharton School of Business, where he received the Wharton Advisory Board Outstanding Teaching Award and the Graduate Student Association Council Teaching Award.",Full,Cornell,"['his', 'his', 'he', 'his', 'he', 'he', 'he', 'he']",Male
marketing-and-management-communication,Omid Rafieian,https://business.cornell.edu/faculty-research/faculty/or83/,"Assistant Professor
Demir Sabanci Faculty Fellow of Marketing and Management, SC Johnson College of Business",,Assistant,Cornell,[],Male
marketing-and-management-communication,Jacqueline R Rifkin,https://business.cornell.edu/faculty-research/faculty/jrr348/,Assistant Professor,"Jacqueline Rifkin is an Assistant Professor of Marketing and Management Communications at Cornell University's Johnson Graduate School of Management within the SC Johnson College of Business. She studies consumer behavior and consumer psychology, with a focus on how consumers manage their resources—their time, money, and experiences—and how this affects consumer well-being. Her work has been published in Journal of Consumer Research, Journal of Marketing, and Psychological Science, and has been featured by Hidden Brain, The Boston Globe, and The Wall Street Journal. Professor Rifkin graduated from the Fuqua School of Business at Duke University with a PhD in Marketing in 2020, and holds a BA in Psychology from the University of Pennsylvania. She has worked in both the marketing and market research industries.",Assistant,Cornell,"['she', 'her', 'she']",Female
marketing-and-management-communication,Suzanne Shu,https://business.cornell.edu/faculty-research/faculty/sbs78/,"John S. Dyson Professor in Marketing
Dean of Faculty and Research","Suzanne B. Shu is the John S. Dyson Professor of Marketing at Cornell University’s Dyson School of Applied Economics and Management within the SC Johnson College of Business. The types of decisions analyzed in her research include consumer self-control problems and consumption timing issues, with important implications for both negative behaviors (such as procrastination) and positive behaviors (such as saving). Her work on financial decisions has focused specifically on decumulation during retirement (annuities, Social Security claiming) as well as on perceived fairness for financial products. In the health domain, she has worked on grant-funded projects using behavioral economics to encourage hypertension medication adherence, reduce procrastination in mammogram screenings, increase adherence to weight loss programs, and promote colon cancer screenings. Professor Shu received a PhD from the University of Chicago; she also holds a B.S. in Electrical Engineering and Masters in Electrical Engineering from Cornell University. Professor Shu has taught marketing and decision making courses to MBA students at the University of Chicago, Southern Methodist University, INSEAD, and UCLA. She is also currently an NBER Faculty Research Fellow, holds a joint faculty appointment at the UCLA Medical School, and has been a visiting scholar for several years at the Consumer Financial Protection Bureau.",Full,Cornell,"['her', 'her', 'she', 'she', 'she']",Female
marketing-and-management-communication,Douglas M. Stayman,https://business.cornell.edu/faculty-research/faculty/dms43/,Associate Professor,"Professor Douglas Stayman is an associate professor at the Johnson Graduate School of Management. His teaching and research interests are in the areas of advertising and consumer decision making. He came to Johnson from the University of Texas at Austin. His research has focused on the study of emotional responses to advertising and the role of affect in decision making. His work has involved methodological and measurement issues in studying emotions. He is also interested in theoretical accounts of the effects of emotions on people's preferences. His research has been supported by grants from the Ogilvy Center for Research and Development, the Marketing Science Institute, and the American Academy of Advertising.  He is currently involved in research into the future of professional, most specifically management, education.",Associate,Cornell,"['his', 'he', 'his', 'his', 'he', 'his', 'he']",Male
marketing-and-management-communication,Manoj K. Thomas,https://business.cornell.edu/faculty-research/faculty/mkt27/,"Professor
Senior Director of EMBA and MSBA Programs
Nakashimato Professor","Dr. Manoj Thomas is Nakashimato Professor of Marketing and Senior Director of Executive MBA and MSBA programs. Thomas is a behavioral scientist who trains MBA students and executives to be customer-centric leaders and encourages them to build meaningful and purposeful connections with customers. His lectures on consumer insights are available online through eCornell’s certificate program on Consumer Behavior. Thomas has received the Apple Award and the Stephen Russell Family Teaching Award for excellence in teaching.Thomas has published several research papers on the psychology of price evaluations. By characterizing irrational responses such as the left-digit effect, the price precision effect, and the mode of payment effect, Thomas has demonstrated the pervasive influence of heuristics and biases on price evaluations. He also studies how political identity and moral beliefs influence consumer behavior. He is the co-author of the book Why People (Don't) Buy: GO and STOP Signals. He is an associate editor for the Journal of Consumer Research.",Full,Cornell,"['his', 'he', 'he', 'he']",Male
marketing-and-management-communication,Kaitlin Woolley (on leave),https://business.cornell.edu/faculty-research/faculty/krw67/,Associate Professor,"Professor Kaitlin Woolley is an Associate Professor of Marketing at the SC Johnson Cornell College of Business, where she studies questions related to consumer behavior and decision-making. Her particular expertise is within the realm of goal pursuit and motivation. Her research examines the psychological factors separating the goals consumers achieve from the goals they fail at. By uncovering new insights into the processes affecting goal pursuit, she develops and demonstrates the efficacy of interventions to increase consumers' motivation. Woolley's research is published in top journals in marketing and psychology, including the Journal of Consumer Research, the Journal of Marketing Research, the Journal of Personality and Social Psychology, and Psychological Science. Her work is regularly featured in outlets such as the Wall Street Journal, the New York Times, Harvard Business Review, and NPR. Woolley has won several awards and honors for her research, including the Early Career Award from the Society for Consumer Psychology, the Rising Star Award from the Association for Psychological Science, and the Young Scholar Award from the Marketing Science Institute. Woolley currently serves on the Editorial Review Boards for the Journal of Consumer Research and the Journal of Marketing Research. She is a two-time recipient of the Journal of Consumer Research's Outstanding Reviewer Award.At Johnson, Woolley connects with MBA students in teaching the core marketing course and an elective on customer insights. She earned a bachelor's degree magna cum laude in psychology from Cornell University. Her MBA and PhD are from the University of Chicago Booth School of Business.",Associate,Cornell,"['she', 'her', 'her', 'she', 'her', 'her', 'she', 'she', 'her']",Female
marketing-and-management-communication,Nathan Yang,https://business.cornell.edu/faculty-research/faculty/ncy6/,Assistant Professor,"Nathan Yang is an Assistant Professor in Marketing at the Cornell Dyson School of Applied Economics and Management. Previously, he was an Assistant Professor in Marketing at McGill Desautels Faculty of Management and Affiliate Professor at McGill Bensadoun School of Retail Management. His main research interests are in behavioral analytics, empirical industrial organization, (mobile) health and wellness, and retail strategy. He completed his PhD in Economics at the University of Toronto.",Assistant,Cornell,"['he', 'his', 'he', 'his']",Male
marketing-and-management-communication,Stijn M.J. van Osselaer,https://business.cornell.edu/faculty-research/faculty/smv64/,"S.C. Johnson Professor of Marketing
Area Chair for Marketing and Management Communication","Professor Stijn van Osselaer is S.C. Johnson Professor of Marketing at the Johnson Graduate School of Management. He is the Chairperson of the Marketing and Management Communication Area at the Cornell SC Johnson College of Business and previously served as Associate Dean for Academic Affairs at the Johnson School. His research focuses on branding, customer loyalty, connecting customers with service providers, consumer groundedness, and the influences of learning, memory, and cognition in consumers' decisions. His work has appeared in the Journal of Marketing Research, Journal of Consumer Research, Journal of Marketing, and many other scientific journals. Professor van Osselaer serves on the editorial review boards of the Journal of Consumer Research, Journal of Marketing, Journal of Consumer Psychology, and International Journal of Research in Marketing, and he has twice served as an associate editor at the Journal of Consumer Research. At Johnson, Professor van Osselaer teaches the core marketing course. He previously taught at the University of Chicago's Booth School of Business, London Business School, and Rotterdam School of Management. Professor van Osselaer served as the president of the Society for Consumer Psychology, co-chaired the Association for Consumer Research's annual conference, and served as a member of this organization's board of directors.",Full,Cornell,"['he', 'his', 'his', 'he', 'he']",Male
marketing-and-management-communication,Chekitan S. Dev,https://business.cornell.edu/faculty-research/faculty/csd5/,Singapore Tourism Distinguished Professor,"Dr. Chekitan S. Dev is an award-winning teacher and internationally renowned thought leader on marketing and branding in the hospitality, travel, and tourism industries. As an expert witness, he has testified in deposition, trial, and at arbitration in numerous hospitality-related matters, in the United States and internationally.Professor Dev has consulted to major corporations all over the world for more than thirty years on an array of issues involving hospitality, travel, and tourism. An award-winning scholar, Professor Dev wrote Hospitality Branding (Cornell University Press), as well as over one hundred articles in leading academic and practitioner journals, including the Journal of Marketing, the Journal of Marketing Research, and Harvard Business Review. He has coauthored multiple case studies for Harvard Business School, and in 2019 received the overall winner award for best case study from the Case Centre at the Cranfield School of Management (UK). The American Marketing Association recognized Professor Dev and his coauthors as finalists for the Best Service Research Paper of the Year Award for their article “Return on Service Amenities” (Journal of Marketing Research, 2017).Professor Dev is a sought-after commentator on hospitality and tourism trends. He has been interviewed numerous times in the mainstream media, and his research featured in the Wall Street Journal, the New York Times, the Washington Post, The Economist, and the International Herald Tribune, among others. The Hospitality Sales and Marketing Association International (HSMAI) has selected Professor Dev as one of the “Top 25 Most Extraordinary Minds in Hospitality, Travel and Tourism Sales and Marketing.”At Cornell’s Peter and Stephanie Nolan School of Hotel Administration, Professor Dev teaches courses on services marketing and brand management.",Full,Cornell,"['he', 'he', 'his', 'he', 'his']",Male
